Title,Description,Date,Source
Putin seferberlikten kaçmanın cezasını artırdı,"Rusya Devlet Başkanı Vladimir Putin, seferberlik görevinden kaçanlara yönelik hapis cezasının artırılmasını öngören kararnameyi imzaladı.",2022-09-24,BloombergHT
İtalya'da genel seçim için geri sayım,"İçişleri Bakanlığının verilerine göre, 50,8 milyon kişinin oy kullanma hakkına sahip olduğu seçimde İtalyanlar, 200 sandalyeli parlamentonun üst kanadı Cumhuriyet Senatosu ile 400 sandalyeli parlamentonun alt kanadı Temsilciler Meclisi'nin yeni üyelerini belirleyecek.",2022-09-24,BloombergHT
Bakan Muş: Oyun ve yazılıma ciddi teşvik var,"Ticaret Bakanı Mehmet Muş, ""Bizim özellikle oyun ve yazılım ihracatçılarına yönelik çok ciddi teşviklerimiz ve desteklerimiz var. Destek kalemlerimizin en büyük kısmını da yazılıma ayırmış vaziyetteyiz"" ifadesini kullandı.",2022-09-24,BloombergHT
İspanya'da yoksullaşmaya karşı gösteri,"İspanya Memurlar ve Serbest Çalışanlar Sendikasının (CSIF) çağrısıyla başkent Madrid'de düzenlenen gösteriye katılan binlerce kişi, ""sosyal yoksullaşmaya karşı adil bir maaş artışı, düzgün bir emeklilik ve kaliteli kamu hizmeti"" talebiyle yürüdü.",2022-09-24,BloombergHT
Fransa'da enerji krizi tavukçuluğu vurdu,Fransa'da yaşanan enerji sorunu tavuk ithalatını yükseltti. Üreticiler yüksek gaz fiyatları nedeniyle civcivleri ısıtmakta zorlanırken savaş nedeniyle yükselen enerji ve tahıl fiyatları yerli tavukçulukta maliyetleri yüzde 30 artırdı.,2022-09-24,BloombergHT
"Turan: Üretim merkezleri kayıyor, önemli fırsatlar mevcut","""Anadolu Buluşmaları Toplantısı""'nda konuşan TÜSİAD Yönetim Kurulu Başkanı Orhan Turan, ""Tüm dünyada arz zincirleri değişiyor, üretim merkezleri kayıyor. Bu süreci doğru okuyabilen ekonomiler için çok önemli fırsatlar mevcut. Akıllı yatırım, nitelikli iş gücü, inovasyon kapasitesi ve etkin yönetişimi bir araya getirip, üretkenlik kapasitesini artırmalıyız"" dedi.",2022-09-24,BloombergHT
TOBB 'yeşil dönüşüm' için çevre portalı kurdu,"Türkiye Odalar ve Borsalar Birliği (TOBB); özel sektörü, Avrupa Yeşil Mutabakatı başta olmak üzere yeşil dönüşüm sürecine hazırlamak amacıyla 'İklim ve Çevre Portalı'nı kurdu. Arşiv niteliğinde olacak sitede yeşil dönüşüm destek paketleri, finansman kaynakları, hibe ve teşviklerine ilişkin bilgiler de bir arada yer alacak.",2022-09-24,BloombergHT
Almanya'da enerji 'gerginliği',"Almanya'da Federal Kriminal Dairesi (BKA), artan enerji ve gıda fiyatları ile nedeniyle iç güvenliği bozacak toplumsal olayların baş gösterebileceği konusunda uyardı.",2022-09-24,BloombergHT
Yeşil enerji 700 bin kişilik istihdam yarattı,"Uluslararası Yenilenebilir Enerji Ajansı (IRENA) ve Uluslararası Çalışma Örgütü (ILO) işbirliği ile hazırlanan raporda enerji krizi ve salgına karşın yenilenebilir enerji alanında 700 bin yeni istihdam yaratılarak, küresel çapta bu alanda çalışan sayısının 12,7 milyona ulaştığına dikkat çekildi. Raporda, 2030 yılında yeşil enerjide istihdamın 38 milyon kişiyi aşacağı öngörüsünde bulunuldu.",2022-09-24,BloombergHT
TİSK'ten 4. kez 'Ortak Paylaşım Forumu',"Türkiye İşveren Sendikaları Konfederasyonu (TİSK) tarafından 13 Ekim'de, 4'üncüsü düzenlenecek 'Ortak Paylaşım Forumu'nun bu yılki ana teması ""Çalışma Hayatında Sürdürülebilirlik"" olacak.",2022-09-24,BloombergHT
Çiğ süt desteğine ilişkin düzenlenme,"Her türlü denetim ve soruşturma nedeniyle Bakanlık Süt Kayıt Sistemi'ne (BSKS) veri giriş yetkisi iptal edilen üretici/yetiştirici örgütlerine üye yetiştiriciler, çiğ süt destekleme başvurularını başka bir örgüt ya da il-ilçe müdürlüklerinden yapacak.",2022-09-24,BloombergHT
Ekonomi ve siyaset gündemi - 24 Eylül 2022,Ekonomi ve siyaset gündeminde öne çıkanlar...,2022-09-24,BloombergHT
"S&P, Almanya'nın kredi notunu teyit etti","Uluslararası kredi derecelendirme kuruluşu Standard & Poor’s (S&P), Almanya'nın uzun ve kısa vadeli döviz ve yerel para birimi cinsinden kredi notlarını ""AAA/A-1+"" olarak teyit etti, kredi notu görünümünü ""durağan"" olarak korudu.",2022-09-24,BloombergHT
7 başlıkta bu hafta nasıl geçti?,Geride bırakılan haftada küresel piyasaların en önemli maddesi merkez bankalarının faiz artışları oldu. Putin'in kısmi seferberlik ilan ettiği haftada yurt içinde TCMB'nin faiz kararı ve İstanbul Borsası'ndaki hızlı değişim izlendi.,2022-09-24,BloombergHT
Resmi Gazete'de bugün (24.09.2022),"Resmi Gazete'de yayımlanan yönetmelik, genelge ve tebliğler...",2022-09-24,BloombergHT
Powell: Olağan dışı bir dizi ekonomik aksaklıkla uğraşıyoruz,"ABD Merkez Bankası (Fed) Başkanı Jerome Powell, olağan dışı bir dizi ekonomik aksaklıkla uğraşmaya devam ettiklerini belirterek politika yapıcılar olarak araçlarını kullanmaya kararlı olduklarını ifade etti.",2022-09-23,BloombergHT
Bakan Çavuşoğlu'ndan F-16 açıklaması,"Dışişleri Bakanı Mevlüt Çavuşoğlu, ABD'nin Türkiye'ye F-16 satışına ilişkin, ""Şu anda normal işliyor süreç. Tabii Kongreden gelen bazı sesler sebebiyle ister istemez herkes bir engel mi çıkacak ya da şartlı mı olacak diye sorular da soruyor ama teknik düzeyde müzakereler normal seyirde devam ediyor."" dedi.",2022-09-23,BloombergHT
Dana karkas ve kuzu karkas alım fiyatı artırıldı,"Tarım ve Orman Bakanı Vahit Kirişci, dana karkas ve kuzu karkas alım fiyatını, kilogram başına 2 lira artırdıklarını bildirdi.",2022-09-23,BloombergHT
"Çin'den ABD'ye ""soğuk savaş"" uyarısı","Çin Dışişleri Bakanı Vang Yi, ABD'nin son dönemde Pekin'e karşı izlediği politikaları, iki ülke arasında soğuk savaş benzeri bir çatışma ve cepheleşmeye yol açabileceği uyarısında bulundu.",2022-09-23,BloombergHT
Bakan Varank: 37 milyar dolar turizm geliri bekliyoruz,"Sanayi ve Teknoloji Bakanı Mustafa Varank, 2022 yılında 47 milyon turist ve 37 milyar dolar turizm geliri beklediklerini söyledi.",2022-09-23,BloombergHT
Eski Hazine Bakanı Summers'tan sterlin 1 doların altına düşebilir uyarısı,Eski ABD Hazine Bakanı Lawrence Summers yeni göreve gelen İngiltere Başbakanı Liz Truss'ın mali politikalarını eleştirerek bunların sonucunda sterlinin dolar paritesinde 1'in altına düşebileceği ve İngiltere'nin bir gelişmekte olan ülke gibi davrandığı uyarısında bulundu.,2022-09-23,BloombergHT
Bilgin: Ücretlerdeki vergi talebine ilişkin yaklaşımımız olumlu,"Çalışma ve Sosyal Güvenlik Bakanı Vedat Bilgin EYT, asgari ücret ve çalışanların ücretlerinin vergilendirilmesine ilişkin açıklamalarda bulundu. Sendikacıların kendilerine, vergi dilimlerindeki artışın, ücretlerin alım gücünü aşındırmamasını istediklerini ilettiğini belirten Bilgin, ""Bu haklı bir taleptir. Bu konuda Hazine ve Maliye Bakanımızla görüşmelerimiz var. Bu konuda da olumlu bir yaklaşım içinde olduğumuzu belirtmek isterim"" dedi.",2022-09-23,BloombergHT
Volkswagen ile Elia işbirliği yaptı,"Volkswagen'in yan kuruluşu Elli ile Belçikalı şebeke operatörü Elia, araç bataryalarının elektrik şebekesine entegrasyonunu (Vehicle to Grid -V2G) araştırmak için mutabakat anlaşması imzaladı.",2022-09-23,BloombergHT
ABD’de iş dünyası aktivitesi 3. ayda da daraldı,ABD’de iş dünyası aktivitesi Eylül’de siparişlerdeki toparlanma ve enflasyondaki yavaşlamayla iyileşti ancak 3. ayda da daralmayı sürdürdü.,2022-09-23,BloombergHT
UEA: Elektrikli araç satışları 2022’de rekor kırabilir,"Uluslararası Enerji Ajansı’na göre, elektrikli araç satışları bu yıl tüm zamanların en yüksek seviyesine ulaşabilir.",2022-09-23,BloombergHT
"Sürdürülebilir Dünya, her pazartesi Bloomberg HT'de","Bloomberg HT ekranlarında sürdürülebilirlik kavramını her yönüyle ele alınacağı yeni bir program başlıyor. İlki 26 Eylül Pazartesi saat 13.00'te yayınlanacak programda , yeşil ekonomiye geçişte bankaların nasıl bir rol üstlendiğinden yeşil mutabakata geçiş sürecine pek çok konu, uzmanlarca ele alınacak.",2022-09-23,BloombergHT
Volkswagen'in yeni üretim planında enerji etkisi,Volkswagen enerji krizinin devam etmesi halinde üretimini doğu Avrupa’dan kaydırmayı planlıyor.,2022-09-23,BloombergHT
Sterlin ve İngiliz varlıkları tepetaklak,"İngiltere'de Maliye Bakanı Kwasi Kwarteng'in mali teşvik açıklamalarıyla sterlinde kayıp yüzde 2'yi aştı. Sterlin dolar karşısında son 37 yılın en düşük seviyesini yeniledi. İngiltere'de 5 yıllık tahvil getirileri de yüzde 4,07 ile verilerin tutulduğu 1992 yılında beri en yüksek seviyesine ulaştı.",2022-09-23,BloombergHT
Spot piyasada elektrik fiyatları (23.09.2022),"Spot piyasada bir megavatsaat elektriğin fiyatı, yarın için en yüksek 4 bin 800 lira, en düşük 2 bin 749 lira 98 kuruş olarak belirlendi.",2022-09-23,BloombergHT
"Toyota, Rusya’daki fabrikasını kapattı","Rusya Sanayi ve Ticaret Bakanlığı’ndan yapılan açıklamada, Toyota’nın St. Petersburg şehrindeki fabrikasını üretim için gerekli parçaların temin etmekte zorluk yaşadığı için kapattığı belirtildi.",2022-09-23,BloombergHT
Prof Dr. Kara: Dış etkenler kalksa bile enflasyonun 60 puanı kalır,"Prof Dr. Hakan Kara ""Yaptığım hesaplamalara göre; yüzde 80 enflasyonun 20 puanı dış fiyatlardan kaynaklanıyor. Dolayısı ile dış etkenler ortadan kalksa bile enflasyonun 20 puanı gider 60 puan kalır"" dedi.",2022-09-23,BloombergHT
Özbekistan Mir kullanımını askıya aldı,"Özbekistan'daki bankalar arası ödeme sistemi Uzcard'ın, Rusya'nın ulusal ödeme sistemi mirin kullanımını durdurduğu açıklandı.",2022-09-23,BloombergHT
Avrupa’nın en güvenli tahvillerinde risk primi 2020 zirvesine çıktı,Parasal sıkılaştırma ve resesyon endişeleriyle birlikte yatırımcılar Avrupa’nın yüksek notlu özel sektör tahvillerini temerrüt riskine karşı korumak için pandemi zirvesinden yana en yüksek maliyeti ödüyor.,2022-09-23,BloombergHT
AMB üyesinden 'faiz artışlarına devam' mesajı,Avrupa Merkez Bankası (AMB) Yönetim Konseyi Üyesi ve Letonya Merkez Bankası Başkanı Martins Kazaks gelecek birkaç toplantıda daha faiz artırımlarının devam etmesi gerektiğini söyledi. Kazaks 75 baz puanlık artıştan yana olduğunu belirtti.,2022-09-23,BloombergHT
Tamamlayıcı sağlık sigortasında hızlı artış,"Türkiye Sigorta Birliği (TSB) Başkanı Atilla Benli, Kovid-19 sürecinde başta tamamlayıcı sağlık sigortası olmak üzere, bu kapsamdaki ürünlere yönelik talebin ciddi oranda arttığını ve sigortalı sayısında da önemli bir yükseliş yaşandığını belirterek, 2022 yılı Temmuz ayı sonu itibarıyla tamamlayıcı sağlık sigortasında prim üretiminin yüzde 143 yükseldiğini söyledi.",2022-09-23,BloombergHT
"Tesla 1,1 milyon aracını geri çağırıyor","Tesla, elektrikli camlarla ilgili bir güvenlik sorunu nedeniyle ABD'de yaklaşık 1,1 milyon aracını geri çağırma emri aldı. Ulusal Karayolu Trafik Güvenliği İdaresi tarafından yayınlanan raporda, söz konusu sorun nedeniyle camın aşırı basınç uygulayabileceği, sürücüyü veya yolcuyu sıkıştırabileceğini ve yaralanma riskini artırabileceği belirtildi. Geri çağırılacak araçlar arasında 2017-22 arası Model 3, 2020/21 arası Model Y, 2021-22 arası Model S ve Model X yer alıyor.",2022-09-23,BloombergHT
"Yabancı ziyaretçi sayısı Ağustos'ta yıllık yüzde 58,3 arttı","Türkiye’ye giriş yapan yabancı ziyaretçi sayısı Ağustos'ta 6,3 milyona yükseldi.",2022-09-23,BloombergHT
Avrupa'daki resesyona karşın TİM Başkanı Gültepe iyimser,"Durgunluk beklentisinin küresel ekonomide büyük endişe ortamı ve ciddi bir belirsizliği beraberinde getirmesine karşın Türkiye ihracatçılar Meclisi (TİM) Başkanı Mustafa Gültepe, 250 milyar dolarlık ihracat hedefinin tutturulacağını söyledi.",2022-09-23,BloombergHT
Euro Bölgesi ekonomisinde düşüş enflasyonla derinleşti,Euro Bölgesi'nde iş dünyası aktivitesi rekor enflasyonun talebi azaltması ve bazı şirketleri üretimde sınırlamaya zorlamasıyla üçüncü ayda da daraldı.,2022-09-23,BloombergHT
"BofA'dan ""nakit kraldır"" yorumu",Bank of America stratejistlerine göre 2008 finansal krizinden bu yana yatırımcı güveni en dip seviyelerde. Stratejistlerin analizine göre yatırımcılar neredeyse tüm riskli varlıklardan çıkış yaparak nakde geçiş yapıyor.,2022-09-23,BloombergHT
Fed haftasında en çok hangi gelişen ülke para birimi değer kaybetti?,"ABD Merkez Bankası (Fed), politika faizini 75 baz puan artırarak yüzde 3-3,25 aralığına yükseltti. Fed faiz kararı haftasında en çok değer kaybeden para birimi Polonya zlotisi oldu.",2022-09-23,BloombergHT
Trafiğe kayıtlı taşıt Ağustos'ta aylık bazda geriledi,"TÜİK verilerine göre, trafiğe kaydı yapılan taşıt sayısı bir önceki aya göre binde 1 azaldı. Kaydı yapılan taşıt sayısı bir önceki aya göre, minibüste yüzde 79,8, özel amaçlı taşıtta yüzde 47,3, otobüste yüzde 31,8, motosiklette yüzde 21,5, kamyonda yüzde 18,1, traktörde yüzde 14,6 artarken kamyonette yüzde 17,5 ve otomobilde yüzde 11,7 azaldı. Trafiğe kaydı yapılan taşıt sayısı geçen yılın aynı ayına göre yüzde 16,5 arttı.",2022-09-23,BloombergHT
"""Avrupa'da enerji krizi daha uzun soluklu olabilir""","Araştırma ve danışmanlık şirketi Energy Aspects, Avrupa'daki enerji krizinin sadece bu kışla kalmayacağı, gelecek yıl sonuna kadar sürebileceği görüşünde.",2022-09-23,BloombergHT
ABD ham petrolü 9 ayın dibinde,"Ham petrol fiyatı, birçok ülkede yapılan faiz artışlarının küresel enerji görünümüne ilişkin beklentileri kötüleştirmesiyle 4. haftayı da düşüşle tamamlamaya hazırlanırken, ABD ham petrolü Ocak ayından beri ilk kez 80 doların altına geriledi",2022-09-23,BloombergHT
Zorlu Enerji ve Royal Halı hisseleri geçici olarak işleme kapatıldı,Borsa İstanbul'dan gelen açıklamaya göre Zorlu Enerji ve Royal Halı hisseleri geçici olarak işleme kapatıldı. BIST daha sonra yaptığı açıklamada Zorlu Enerji hisselerinin 11:00 itibariyle yeniden işleme açılacağını belirtti.,2022-09-23,BloombergHT
Vakıfbank'tan sermaye benzeri tahvil ihracı planı,"Vakfıbank 3 milyar liralık, yurtiçinde katkı sermaye hesaplamasına dahi edilecek borçlanma ihracına ilişkin karar alınarak, işlemlerin yerine getirilmesi için genel müdürlük yetkili kılındı.",2022-09-23,BloombergHT
Zorlu Enerji hisse satışı için Kuveyt Yatırım Otoritesi ile görüşüyor,"Zorlu Enerji, hisselerinin geçici olarak BIST'te işleme kapatılması sonrası Kamuoyu Aydınlatma Platformu'na görüşmelerin seyriyle ilgili açıklamada bulundu. Şirket hisse satışı için Kuveyt Yatırım Otoritesi ile görüşmelerin sürdüğünü duyurdu.",2022-09-23,BloombergHT
Altında faiz artışı baskısı,"Altın, Fed'in 75 baz puanlık faiz artış kararının ardından birçok merkez bankasının benzer şekilde artışa gitmesiyle dalgalı bir seyir izledi.",2022-09-23,BloombergHT
Dolar/TL'de faiz kararı sonrası seyir,"Dün Merkez Bankası kararı öncesi zirveyi gören dolar/TL, bugün serbest piyasada 18,35'ten açıldıktan sonra 18,37 civarında seyrediyor.",2022-09-23,BloombergHT
Alibaba’dan bulut servise 1 milyar dolarlık yatırım,"Çinli teknoloji devi Alibaba, bulut servise 1 milyar dolarlık yatırım yaptı. Şirket, yatırımı, önümüzdeki üç mali yılda, iş ortaklarının teknoloji inovasyonuna ve Alibaba Cloud tarafında pazar genişlemesine ayırdığını açıkladı. Alibaba Cloud, şu anda dünyanın en büyük üçüncü genel bulut sağlayıcısı durumunda ve Salesforce, VMware, Fortinet, IBM ve Neo4j dahil dünya çapında yaklaşık 11 bin iş ortağına sahip",2022-09-23,BloombergHT
Serbest piyasada döviz açılış fiyatları (23.09.2022),"İstanbul serbest piyasada dolar 18,3570 liradan, euro 18,0480 liradan güne başladı.",2022-09-23,BloombergHT
Hindistan kömür santrali portföyünü 2030'a dek yüzde 25 artıracak,Dünyanın en çok karbon emisyonu üreten üçüncü ülkesi Hindistan enerji maliyetleri düşene kadar artan talebi karşılamak amacıyla kömür santrali portföyünü 2030 yılının sonuna kadar yüzde 25 artırmayı planlıyor.,2022-09-23,BloombergHT
Yende ek müdahale sinyali,"Japonya'da 24 yıl sonra para birimine müdahale adımı atılırken, Japonya Başbakanı Fumio Kishida'dan ek müdahale olabileceği sinyali geldi. Kishida, kur seviyelerine piyasaların karar verdiğini ama spekülasyona bağlı aşırı hareketlere tepkisiz kalamayacaklarını ifade etti.",2022-09-23,BloombergHT
Fed ters repo kullanımı rekor seviyeye çıktı,"Fed, son dönemin en agresif sıkılaşmasına imza atarken, ters repo kullanımı da 2,36 trilyon ile rekor seviyeye yükseldi.",2022-09-23,BloombergHT
BIST 50'de açığa satışa yukarı adım devam ediyor,BIST 50 endeksindeki paylara açığa satışta yukarı adım kuralı bugün de uygulanacak.,2022-09-23,BloombergHT
Tüketici ve konut kredilerinde sigorta düzenlemesi,"Resmi Gazete'de yayımlanan düzenlemeye göre, tüketici ve konut finansmanı kredileri sigortalı ve sigortasız olarak teklif edilebilecek. Tüketicinin yazılı olarak veya kalıcı veri saklayıcısı ile açık talebi olmaksızın kredi bağlantılı sigorta yaptırılamayacak.",2022-09-23,BloombergHT
Ekonomi ve siyaset gündemi - 23 Eylül 2022,Ekonomi ve siyaset gündeminde öne çıkanlar...,2022-09-23,BloombergHT
Ticari kredi komisyonlarına sınırlama geldi,"Resmi Gazete'de yayımlanan TCMB tebliği ile ticari kredi kullandırım ücretlerine sınırlama geldi. Buna göre, Kredi kullandırım ücretleri, rotatif krediler hariç olmak üzere kullandırılan kredinin yüzde 1,10’unu geçemeyecek.",2022-09-23,BloombergHT
Resmi Gazete'de bugün (23.09.2022),"Resmi Gazete'de yayımlanan yönetmelik, genelge ve tebliğler...",2022-09-23,BloombergHT
Almanların en büyük endişesi: Enerji krizi ve enflasyon,"Almanlar, derinleşen enerji krizi ve yükselen enflasyon konusunda giderek daha fazla endişe duyduğunu açıkladı",2022-09-22,BloombergHT
Dijital öğrenme sektörünün global pazarı 80 milyar dolara ulaştı,"Pandemi döneminde hızla büyüyen sektörlerden dijital öğrenme platformları, globalde 80 milyar dolar büyüklüğe ulaştı. Pandeminin etkisinin azaldığı süreçte büyümesini sürdüren sektörün, Türkiye pazar büyüklüğü ise 800 milyon dolar oldu.",2022-09-22,BloombergHT
Ticari kredi komisyonlarına sınırlama geliyor,"Merkez Bankası, koyduğu ticari kredi faiz üst sınırını aşmak için bankaların kullandığı “komisyon” yöntemini engellemek için harekete geçti. Bloomberg HT’nin edindiği bilgiye göre, aylık kullandırımlarda uygulanan yüzde 1,1’lik kredi kullandırım ücretlerinin sınırlandırılması planlanıyor.",2022-09-22,BloombergHT
"İspanya, zenginlere ek vergi getirmeye hazırlanıyor","İspanya Maliye Bakanı Maria Jesus Montero, Rusya-Ukrayna savaşıyla birlikte başlayan yüksek enflasyon ve enerji krizi sorunlarına karşı zenginlerden ek vergi alınmasına yönelik çalışma başlattıklarını söyledi.",2022-09-22,BloombergHT
"NATO, Çin'den Rusya üzerindeki etkisini kullanmasını istedi","NATO Genel Sekreteri Jens Stoltenberg, Çin Dışişleri Bakanı Vang Yi ile görüşerek Ukrayna'daki savaşın bitmesi için ülkesinin Rusya üzerindeki etkisini kullanması çağrısı yaptı.",2022-09-22,BloombergHT
"Norveç, Rusya ile vize anlaşmasını askıya aldı","Norveç, 2007'de Rusya ile imzaladığı vize anlaşmasını, Rusya ile Ukrayna arasındaki savaş gerekçesiyle askıya aldı.",2022-09-22,BloombergHT
Erdoğan: Mir ile ilgili Cuma toplantı yapacağız,"Cumhurbaşkanı Recep Tayyip Erdoğan, ABD ziyareti sonunda New York'ta Türkevi'nde medya mensuplarıyla gerçekleştirdiği söyleşide Rus ödeme sistemi Mir ile ilgili olarak Cuma günü bir toplantı yapılacağını, bu toplantıda konuyla ilgili nihai kararı alacaklarını belirtti. Erdoğan, sosyal konutta yüzde 25 peşin ödeme indirimi kampanyası başlattıklarını açıkladı.",2022-09-22,BloombergHT
"""Turizmde yatırım iştahı devam ediyor""","Bloomberg HT yayına katılan NG Hotels Yönetim Kurulu Başkanı Hediye Güral Gür, Turizm Bakanlığı'nın geçen yaptığı tahsis toplantısında şirketlerin adeta yarıştığını belirterek, ""Önümüzdeki dönemde pek çok turizm yatırımı peş peşe gelecek buradan onu anlıyoruz"" dedi.",2022-09-22,BloombergHT
Aberdeen Standard'dan TCMB ve dolar yorumu,Bloomberg HT yayınına katılan Aberdeen Standard Kıdemli Yatırım Yöneticisi James Athey Türkiye Cumhuriyet Merkez Bankası'nın (TCMB) faiz kararı ve Fed'in para politikası patikasıyla ilgili değerlendirmelerde bulundu.,2022-09-22,BloombergHT
Güney Afrika'dan 75 baz puan faiz artışı,Güney Afrika Merkez Bankası 2. ayda da 75 baz puanlık faiz artışına giti.,2022-09-22,BloombergHT
Ham çelik üretimi Ağustos'ta düştü,"Dünya Çelik Birliği (Worldsteel), Ağustos ayında küresel ham çelik üretiminin, geçen yılın aynı dönemine göre yüzde 3,0 düşerek 150,6 milyon ton olduğunu açıkladı. Türkiye'nin üretimi aynı ayda yüzde 21,0 düşüşle 2,8 milyon ton olarak belirlendi.",2022-09-22,BloombergHT
Otomotivin devlerinden üretim kısma sinyali,"Honda Japonya'daki iki fabrikada üretimi yüzde 40, Toyota da Japonya'daki yedi fabrikada 10 hat için 12 güne kadar üretimi askıya alacağını duyurdu. Ford tedarikteki sorunlar nedeniyle maliyetlerin 1 milyar dolar artacağını açıklarken şirket, parça sıkıntısı nedeniyle teslimatları geçiktireceğini duyurdu. TAYSAD Başkanı Albert Saydam, “Çip hâlâ büyük bir problem ve termin süreleri 48-52 hafta arasında” dedi.",2022-09-22,BloombergHT
Söke Değirmencilik halka arzında ilk adım atıldı,"Ulusoy Un'dan KAP'a yapılan açıklamada grup şirketlerinden Söke Değirmencilik için QNB Finans Yatırım Menkul Değerler ile ""halka arza aracılık sözleşmesi"" imzalandığı belirtildi.",2022-09-22,BloombergHT
ABD'de işsizlik maaşı başvuruları tarihi düşük seviyelerde,ABD'de işsizlik maaşı başvuruları geçen hafta arttı ancak tarihi düşük seviyelerdeki seyrini sürdürdü.,2022-09-22,BloombergHT
Yabancı borsada geçen haftada da net satıcıydı,Türkiye Cumhuriyet Merkez Bankası'nın (TCMB) verilerine göre yabancı yatırımcı geçen hafta hisselerde nette 34 milyon dolar satış yaptı. Tahvilde ise 49 milyon dolarlık net satış gerçekleşti.,2022-09-22,BloombergHT
Spot piyasada elektrik fiyatları (22.09.2022),"Spot piyasada bir megavatsaat elektriğin fiyatı, yarın için en yüksek 4 bin 464 lira , en düşük 2 bin 749 lira 99 kuruş olarak belirlendi.",2022-09-22,BloombergHT
İngiltere'de faizler 14 yılın en yüksek seviyesine çıktı,"İngiltere Merkez Bankası enflasyonla mücadele kapsamında politika faizini 50 baz puan artırarak yüzde 2,25'e çıkardı. Böylece politika faizi 2008'den beri en yüksek seviyeye çıktı.",2022-09-22,BloombergHT
TCMB faizi 100 baz puan indirdi,"Türkiye Cumhuriyet Merkez Bankası (TCMB) Ağustos toplantısının ardından Eylül toplantısında da faizi indirme kararı aldı. Banka, politika faizini 100 baz puan indirimle yüzde 12 seviyesine çekti. Bloomberg HT anketinde beklenti faizin yüzde 12,50 seviyesine düşürülmesi bekleniyordu.",2022-09-22,BloombergHT
EBRD/Malige: Türkiye'de güçlü bir bankacılık sektörü var,"Bloomberg HT'nin sorularını yanıtlayan Avrupa İmar ve Kalkınma Bankası (EBRD) Finansal Kurumlar Direktörü Francis Malige, küresel olarak oynaklık ve belirsizliğin çok arttığını, bunun güçlü bir sermaye ve likidite gerektirdiğini ifade etti. Malige, Türkiye'de güçlü bir bankacılık sistemi olduğunu belirtti.",2022-09-22,BloombergHT
Tayvan'dan ılımlı faiz artışı,"Tayvan Merkez Bankası politika faizini beklendiği gibi 12,5 baz puan artırarak yüzde 1,625'e çekti. Banka böylece enflasyon endişeleriyle bu sene 3. kez faiz artırdı.",2022-09-22,BloombergHT
Fed sonrası hangi merkez bankası nasıl aksiyon aldı?,"ABD Merkez Bankası (Fed), politika faizini 75 baz puan artırarak yüzde 3-3,25 aralığına yükseltti. Fed kararı sonrası, diğer merkez bankaları nasıl aksiyon aldı?",2022-09-22,BloombergHT
Japonya 24 yıl sonra ilk kez yene müdahale etti,Japonya ABD ile ayrışan para politikası nedeniyle bu yıl yüzde 20 değer kaybeden yenin 1998 Asya krizinden bu yana ilk kez 145 seviyesini geçmesinin ardından döviz piyasasına müdahale etti.,2022-09-22,BloombergHT
Türkiye ve AB’ye gaz sağlayan tesise saldırı girişimi oldu,Türkiye ve Avrupa’ya enerji sağlayan petrol ve gaz kompleksi tesisinde sabotaj ve terör eylemi gerçekleştirme girişiminin engellediğini bildirildi.,2022-09-22,BloombergHT
Norveç faizi 2011'den beri en yüksek seviyeye çıkarttı,"Norveç Merkez Bankası politika faizini beklendiği gibi 50 baz puan artırdı. Banka, sıkılaşma döngüsünün sonuna yaklaşıldığını belirtti.",2022-09-22,BloombergHT
Küresel ekonomiyi bekleyen 'bakır' sıkıntısı,"Ulaşım, endüstriyel, elektrik ve elektronik gibi pek çok alanda kullanılan bakır fiyatlarında yaşanan son düşüşün yeni yatırımları azaltması, halihazırda devam eden bakır kıtlığını daha da kötüleştirebilir.",2022-09-22,BloombergHT
İsviçre'de negatif faiz dönemi kapandı,"İsviçre Merkez Bankası politika faizini eksi yüzde 0,25'ten yüzde 0,50'ye çekti. Böylelikle ülkede 8 yıldır süren negatif faiz dönemi kapanmış oldu.",2022-09-22,BloombergHT
Filipinler ve Endonezya'da faiz artışı,Filipinler ve Endonezya merkez bankaları politika faizini yükseltme kararı aldı.,2022-09-22,BloombergHT
Piyasalarda AMB'nin faizi yüzde 3'e yükseltmesi fiyatlanıyor,Traderlar Avrupa Merkez Bankası’nın (AMB) Haziran'da mevduat faizini yüzde 3’e yükseltmesini bekliyor. Bu beklenti ay başındaki fiyatlamanın iki katı seviyesinde.,2022-09-22,BloombergHT
5 grafikte Fed'in beklentileri,"Fed faiz kararıyla birlikte ekonomik projeksiyonlarını da yayımladı. Enflasyon ve işsizlik beklentileri yukarı yönlü güncellenirken, bu yılın büyüme beklentisinde aşağı yönlü sert bir revizyon yapıldı. İşte 5 grafikte Fed'in beklentileri...",2022-09-22,BloombergHT
Altında ayı piyasası riski,"Altın, Fed Başkanı Jerome Powell'ın resesyon pahasına da olsa enflasyonun düşürüleceği yönündeki kararlı mesajları ve Bloomberg dolar endeksinin rekor seviyeye çıkmasıyla ayı piyasası olarak tanımlanan zirve noktasından yüzde 20 düşüş bölgesine yaklaştı.",2022-09-22,BloombergHT
AB'den Rusya'ya yeni yaptırım paketi,"AB Dış İlişkiler ve Güvenlik Politikası Yüksek Temsilcisi Josep Borrell, Rus ekonomisinin yeni bölümlerini etkileyecek bir yaptırım paketi üzerinde çalışacaklarını, yeni yaptırımların teknoloji alanını ve yeni kişileri kapsayacağını söyledi.",2022-09-22,BloombergHT
